"Таблица","№","Поле","Тип","Описание"
scp_amd_product,60,cl_group_id,bigint,Группа клиента
scp_amd_product,61,question_structure,text,Комментарий
scp_amd_product,62,is_over_limit,smallint,Вне лимита
scp_application,1,id,bigint,ID
scp_application,2,name__ru,character varying,"Name, languageSchema=ru"
scp_application,3,name__en,character varying,"Name, languageSchema=en"
scp_application,4,name,character varying,Name
scp_application,5,create_date,timestamp without time zone,Create date
scp_application,6,type_id,bigint,Тип объекта
scp_application,7,status,smallint,Status
scp_application,8,org_id,bigint,Подразделение
scp_application,9,user_id,bigint,Пользователь
scp_application,10,last_modified_date,timestamp without time zone,Last modified date
scp_application,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_application,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_application,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_application,14,is_system,smallint,System object
scp_application,15,afl_doc_num,character varying,Номер документа
scp_application,16,afl_doc_data,timestamp without time zone,Дата документа
scp_application,17,afp_state_id,bigint,Состояние
scp_application,18,initiator_id,bigint,Клиент
scp_application,19,req_type_id,bigint,Класс заявки
scp_application,20,lim_sum,numeric,Сумма заявки
scp_application,21,loan_terms,bigint,Срок лимита
scp_application,22,lim_currency_id,bigint,Валюта
scp_application,23,gsl_limit,numeric,Сумма общего лимита
scp_application,24,credit_logic_id,bigint,Логика кредитования
scp_application,25,lending_tech_id,bigint,_Технология кредитования
scp_application,26,emp_id,bigint,Ответственный менеджер
scp_application,27,processing_steps_id,bigint,Текущий этап обработки
scp_application,28,scp_curr_emp,character varying,Текущие исполнители
scp_application,29,temp_cont_turn,bigint,Промежуточный контейнер загрузки ОСВ
scp_application,30,risk_zone_id,bigint,Результат проверки благонадежности и деловой репутации по заявке
scp_application,31,calc_risk_date,timestamp without time zone,Дата предварительной зоны риска
scp_application,32,is_active_exp_sec,smallint,Заблокировано изменение участников (тех.)
scp_application,33,cr_id,bigint,Ссылка на КЗ
scp_application,34,scp_appl_type_id,bigint,Тип заявки
scp_application,35,deleg_region_id,bigint,Регион клиента
scp_application,36,scp_hcm_decision_id,bigint,Вариант решения на задаче руководителя КМ
scp_application,37,is_active_get_gsl_part,smallint,Запущена сборка ГСЛ (тех)
scp_application,38,scp_tech_ctredit,bigint,Технология кредитования
scp_application,39,scp_business_segment,bigint,Клиентский сегмент
scp_application,40,is_start_bp_fa,smallint,Запуск БП из ФА (тех.)
scp_application,41,is_tech_ham_task_comp,smallint,Задача рук. КМ завершена (тех.)
scp_application,42,is_collat_exp_launched,smallint,Запущена залоговая экспертиза (тех.)
scp_application,43,is_simplified_fa,smallint,Упрощенный Финансовый анализ
scp_application,44,is_start_bp_request_fa,smallint,Запуск БП из доп. запроса ФА(тех.)
scp_application,45,auto_check_status,bigint,Статус автопроверок
scp_application,46,client_type_id,bigint,Тип клиента
scp_application,47,gsl_title,character varying,_Наименование ГСЛ
scp_application,48,other_parts,character varying,Третьи лица
scp_application,49,is_without_pledge,smallint,Без залога
scp_application,50,is_main_owner,smallint,Основные собственники
scp_application,51,third_parties,text,Третьи лица
scp_application,52,decis_level_id,bigint,Минимальный уровень принятия решения
scp_application,53,ca_decis_level_id,bigint,Уровень принятия решения - КА
scp_application,54,is_legal_exp_launched,smallint,Запущена экспертиза правоспособности (тех.)
scp_application,55,voting_fm_id,bigint,Голосующий ФМ
scp_application,56,voting_km_id,bigint,Голосующий КМ
scp_application,57,is_legal_exp_restart,smallint,Перезапуск экспертизы правоспособности (тех.)
scp_application,58,scp_gsl_name_str,character varying,Наименование ГСЛ
scp_application,59,pricing_id,bigint,Ценообразование
scp_application,60,price_calc_completed,smallint,Расчет ценовых параметров завершен
scp_application,61,resp_cond_coord,bigint,Голосующий (индивидуальные условия)
scp_application,62,curator_head_id,bigint,Куратор ГО
scp_application,63,is_lspr_level,smallint,Принятие решения в рамках ЛСПР Руководителей ПС
scp_application,64,collateral_cont_id,bigint,Контейнер с обеспечением
scp_application,65,clc_grade_id,bigint,Посчитанный из АСПР грейд
scp_application,66,scp_arm_manager_id,bigint,Сотрудник АРМ
scp_application,67,scp_proc_steds_id,bigint,Этап обработки
scp_application,68,is_auto_sec_errors,smallint,Наличие ошибок (автосэб)
scp_application,69,is_auto_check_errors,smallint,Наличие ошибок (предпроверки)
scp_application,70,is_na_active,smallint,Интеграция с НА по получению кредитных обязательств активна
scp_application,71,reason_refusal_id,bigint,Причина отказа Банка
scp_application,72,is_form_bch_active,smallint,Запущен сбор БКИ (тех.)
scp_application,73,is_bch_validator_on,smallint,Запущен валидатор БКИ (тех)
scp_application,74,suz_start_page_str,character varying,Ссылка на стартовую страницу СУЗ
scp_application,75,is_active_get_arbitr,smallint,Запущена сборка арбитражей (тех.)
scp_application,76,scp_cheif_cm_id,bigint,Руководитель КМ
scp_application,77,scp_rejection_comment,text,Комментарий по отказу
scp_application,78,scp_rejection_client_id,bigint,Причина отказа Клиента
scp_application,79,ca_rout_office_id,bigint,Офис маршрутизации для КА
scp_application,80,is_test,smallint,Тестовая
scp_application,81,client_list_changed,smallint,Состав клиентов был изменен
scp_application,82,tranche_term,numeric,Срок транша (мес.)
scp_application,83,is_app_to_cred_depart,smallint,Заявка передана в КП (тех.)
scp_application,84,scp_type_restruct_id,bigint,Тип реструктуризации
scp_application,85,is_need_agr_cd_co,smallint,Требуется согласование ДК ГО
scp_application,86,is_ca_notif,smallint,КА уведомлен
scp_application,87,scp_bg_owner_lidm,bigint,Владелец ЛСПР
scp_application,88,is_check_list_cont_dev,smallint,_Чек-лист содержит отклонения
scp_application,89,is_active_get_dp,smallint,Запущено обновление из ЦП
scp_application,90,scp_bg_current_gr_limit,numeric,_Текущий лимит кредитования по ГСЛ
scp_application,91,scp_bg_total_prod_limit,numeric,_Общий лимит по продукту
scp_application,92,is_min_level_changed,smallint,Изменение мин. уровня Заявки СКП (тех.)
scp_application,93,interm_file_storage,bigint,Промежуточное хранение файла для загрузки анкет
scp_application,94,is_proj_verif_finished,smallint,Сверка проектов решения завершена
scp_application,95,gsl_data_cont_id,bigint,Ссылка на контейнер данных ГСЛ
scp_application,96,industry_code_id,bigint,Отрасль клиента
scp_application,97,is_cov_bank_garant,smallint,Покрытая Банковская гарантия
scp_application,98,scp_product_str,character varying,Продукт (строка)
scp_application,99,is_state_program,smallint,Применение госпрограммы
scp_application,100,cred_technology_str,character varying,Технология кредитования (строка)
scp_application,101,is_not_red_zona_bool,smallint,Тех. Клиент отсутствует в «красной зоне» согласно данным EWS
scp_application,102,is_not_red_zone,bigint,Клиент отсутствует в «Красной зоне» согласно данным EWS
scp_application,103,is_fin_activ_newsub,smallint,Финансирование деятельности в НС
scp_application,104,prelim_gsl_calc_id,bigint,Ссылка на предварительный расчет
scp_collateral_app,1,id,bigint,ID
scp_collateral_app,2,name__ru,character varying,"Name, languageSchema=ru"
scp_collateral_app,3,name__en,character varying,"Name, languageSchema=en"
scp_collateral_app,4,name,character varying,Name
scp_collateral_app,5,create_date,timestamp without time zone,Create date
scp_collateral_app,6,type_id,bigint,Тип объекта
scp_collateral_app,7,status,smallint,Status
scp_collateral_app,8,org_id,bigint,Подразделение
scp_collateral_app,9,user_id,bigint,Пользователь
scp_collateral_app,10,last_modified_date,timestamp without time zone,Last modified date
scp_collateral_app,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_collateral_app,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_collateral_app,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_collateral_app,14,is_system,smallint,System object
scp_collateral_app,15,app_obj_id,bigint,Ссылка на заявку
scp_collateral_app,16,exp_obj_id,bigint,Ссылка на экспертизу
scp_collateral_app,17,out_collateral_id,bigint,ID заявки в СУЗ
scp_collateral_app,18,collateral_link,character varying,Ссылка на СУЗ
scp_collateral_app,19,coll_appl_type_id,bigint,Тип заявки
scp_collateral_app,20,na_pledge_type_id,bigint,Тип залога (Новая Афина)
scp_collateral_app,21,pledge_addr_str,character varying,Адрес объекта залога
scp_collateral_app,22,security_quality_id,bigint,Категория качества обеспечения
scp_collateral_app,23,quality_group_id,bigint,Группа качества
scp_collateral_app,24,liquidity_level_id,bigint,Уровень ликвидности
scp_collateral_app,25,attr_market_val,numeric,Рыночная стоимость
scp_collateral_app,26,attr_fair_val,numeric,Справедливая стоимость
scp_collateral_app,27,attr_collateral_val,numeric,Залоговая стоимость
scp_collateral_app,28,collat_obj_name,character varying,Наименование объекта
scp_collateral_app,29,emp_id,bigint,Ответственный менеджер
scp_collateral_app,30,ca_exp_emp_id,bigint,Ответственный за проведение экспертизы КА
scp_collateral_app,31,cur_upd_appl_id,bigint,Ссылка на текущую актуализацию
scp_collateral_app,32,parent_collat_app_id,bigint,Ссылка на заявку-родителя (для актуализации)
scp_collateral_app,33,collateral_discount,numeric,Коэффициент учитывающий расходы на реализацию
scp_collateral_app,34,discount_rate,numeric,коэффициент для определения справедливой стоимости
scp_collateral_app,35,appl_state_id,bigint,Состояние заявки
scp_collateral_app,36,is_pres_spouse_cons,smallint,Предоставление согласия супруги(а) для ФЛ/ИП
scp_collateral_app,37,is_pres_guar_pled,smallint,Наличие поручительства залогодателя
scp_collateral_app,38,necessity_insurance,smallint,Страхование
scp_collateral_app,39,subs_pledge_id,character varying,Последующий залог
scp_collateral_app,40,total_struct_share,numeric,Доля в общей структуре залогового обеспечения
scp_collateral_app,41,is_current_concl,smallint,Действующее заключение из СУЗ
scp_collateral_app,42,conclus_txt,text,Итоговый вывод из Залогового Заключения
scp_collateral_app,43,pledge_concl_state_id,bigint,Состояние Залогового Заключения
scp_collateral_app,44,is_export_suz,smallint,Экспортированное заключение из СУЗ
scp_collateral_app,45,pledge_conclus_date,timestamp without time zone,Дата подготовки заключения
scp_collateral_app,46,concl_validity_date,timestamp without time zone,Срок действия оценки/заключения
scp_collateral_app,47,perform_hr_face_id,bigint,Исполнитель Залогового Заключения
scp_collateral_app,48,pledge_subject_id,bigint,Вид объекта залога (ЦБ)
scp_collateral_app,49,collat_common_obj_id,bigint,Номер объекта залога
scp_collateral_app,50,collat_subj_count,bigint,Количество предметов залога
scp_collateral_app,51,scp_arm_chief_id,bigint,Руководитель АРМ
scp_collateral_app,52,cp_arm_manager_id,bigint,Сотрудник АРМ
scp_collateral_app,53,scp_info_comment_txt,text,Комментарий (инфо)
scp_collateral_app,54,scp_info_proj_fin,smallint,Проектное финансирование (инфо)
scp_collateral_app,55,scp_info_adress_str,character varying,Адрес местонахождения (инфо)
scp_collateral_app,56,scp_info_sec_cost,numeric,Предполагаемая стоимость обеспечения (рубль)
scp_collateral_app,57,scp_info_type_na_id,bigint,Вид предмета залога (из НА) (инфо)
scp_collateral_app,58,scp_info_cred_summ,numeric,Сумма кредита (инфо)
scp_collateral_app,59,scp_info_type_prod_id,bigint,Вид кредитного продукта (инфо)
scp_collateral_app,60,scp_info_pledger_id,bigint,Наименование Залогодателя (ИНН для ЮЛ) (инфо)
scp_collateral_app,61,scp_project_fin_id,bigint,Проектное финансирование (инфо)
scp_collateral_app,62,scp_fin_proj_id,bigint,Проектное финансирование (инфо)
scp_collateral_app,63,scp_quest_dec_id,bigint,Вид кредитного продукта (инфо)
scp_collateral_app,64,add_comm_concl_txt,text,Дополнительные комментарии/выводы
scp_collateral_app,65,coll_link_str,character varying,Ссылка на СУЗ (без гиперссылки)
scp_collateral_app,66,scp_file_req_timest,timestamp without time zone,Дата и время запроса файлов
scp_collateral_app,67,scp_info_vnd_id,bigint,Классификация по ВНД
scp_collateral_app,68,quest_decis_id,bigint,Вид кредитного продукта (инфо)
scp_collateral_app,69,testnumber,numeric,Тест_атрибут
scp_decision_quest,1,id,bigint,ID
scp_decision_quest,2,name__ru,character varying,"Name, languageSchema=ru"
scp_decision_quest,3,name__en,character varying,"Name, languageSchema=en"
scp_decision_quest,4,name,character varying,Name
scp_decision_quest,5,create_date,timestamp without time zone,Create date
scp_decision_quest,6,type_id,bigint,Тип объекта
scp_decision_quest,7,status,smallint,Status
scp_decision_quest,8,org_id,bigint,Подразделение
scp_decision_quest,9,user_id,bigint,Пользователь
scp_decision_quest,10,last_modified_date,timestamp without time zone,Last modified date
scp_decision_quest,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_decision_quest,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_decision_quest,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_decision_quest,14,is_system,smallint,System object
scp_decision_quest,15,app_obj_id,bigint,Ссылка на заявку
scp_decision_quest,16,scp_sublimit_sum,numeric,Сумма
scp_decision_quest,17,scp_sublimit_purpose,bigint,_Целевое использование
scp_decision_quest,18,app_product_id,bigint,Продукт
scp_decision_quest,19,scp_sublimit_srok,numeric,"Срок, мес."
scp_decision_quest,20,scp_sublimit_val,bigint,Валюта
scp_decision_quest,21,scp_subl_bor,bigint,Заемщик
scp_decision_quest,22,annotation,text,Комментарий
scp_decision_quest,23,question_structure,text,Суть вопроса
scp_decision_quest,24,scp_dec_quest_id,bigint,Материнский продукт
scp_decision_quest,25,scp_gov_program_id,bigint,_Госпрограмма
scp_decision_quest,26,source_financing_id,bigint,Источник финансирования
scp_decision_quest,27,credit_purpose_id,bigint,_Цель кредитования
scp_decision_quest,28,est_credit_limit,numeric,Расчетный лимит кредитования (руб.)
scp_decision_quest,29,is_inactive,smallint,Недействующий
scp_decision_quest,30,is_state_program,smallint,Применение госпрограммы
scp_decision_quest,31,type_loan_id,bigint,Форма предоставления продукта
scp_decision_quest,32,is_afhd,smallint,АФХД готовится в GD
scp_decision_quest,33,rate_type_id,bigint,Тип ставки
scp_decision_quest,34,product_compound_id,bigint,Состав продукта
scp_decision_quest,35,amdp_parent_product_id,bigint,Ссылка на продукт РУМ
scp_decision_quest,36,scp_state_id,bigint,Состояние
scp_decision_quest,37,scp_project_ans_link,bigint,Ссылка на проект решения
scp_decision_quest,38,is_product_recalc,smallint,Требуется пересчет продукта на заявке
scp_decision_quest,39,ord,bigint,Порядок
scp_decision_quest,40,sys_file_id,bigint,Прикрепленные файлы
scp_decision_quest,41,appr_sum,numeric,Утвержденная сумма
scp_decision_quest,42,product_compound_str,character varying,Продукт+состав
scp_decision_quest,43,loan_type_id,bigint,_Форма предоставления
scp_decision_quest,44,part_excl_ship_debitor,bigint,Вид продукта
scp_decision_quest,45,attr_business_segment,bigint,_Сегмент бизнеса клиента
scp_decision_quest,46,scp_num_subl,bigint,Номер продукта
scp_decision_quest,47,sublimit_sum,numeric,Сумма сублимита
scp_decision_quest,48,subl_num,character varying,Номер продукта (строка)
scp_decision_quest,49,is_ca_change_class,smallint,КА изменил вид анализа
scp_decision_quest,50,credit_report_class,bigint,Вид анализа
scp_decision_quest,51,tech_atr_bool,smallint,Тех атр. отображение подсказки
scp_decision_quest,52,copy_source_quest_id,bigint,Ссылка на вопрос - источник копирования
scp_dict_product_na,1,id,bigint,ID
scp_dict_product_na,2,name__ru,character varying,"Name, languageSchema=ru"
scp_dict_product_na,3,name__en,character varying,"Name, languageSchema=en"
scp_dict_product_na,4,name,character varying,Name
scp_dict_product_na,5,create_date,timestamp without time zone,Create date
scp_dict_product_na,6,type_id,bigint,Тип объекта
scp_dict_product_na,7,status,smallint,Status
scp_dict_product_na,8,org_id,bigint,Подразделение
scp_dict_product_na,9,user_id,bigint,Пользователь
scp_dict_product_na,10,last_modified_date,timestamp without time zone,Last modified date
scp_dict_product_na,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_dict_product_na,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_dict_product_na,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_dict_product_na,14,is_system,smallint,System object
scp_dict_product_na,15,ord,bigint,Порядок
scp_dict_product_na,16,ident,character varying,Идентификатор
scp_dict_product_na,17,contract_group,character varying,Группа договоров в НА
scp_dict_product_na,18,credit_product,character varying,Программа кредитования в НА
scp_dict_product_na,19,app_product_id,bigint,Продукт в ГД
scp_dict_product_na,20,yaig_product_id,bigint,Продукт из УАиГ
scp_dict_product_na,21,contr_group_id,bigint,Контрактная группа из УАиГ
scp_dict_rsc_office,1,id,bigint,ID
scp_dict_rsc_office,2,name__ru,character varying,"Name, languageSchema=ru"
scp_dict_rsc_office,3,name__en,character varying,"Name, languageSchema=en"
scp_dict_rsc_office,4,name,character varying,Name
scp_dict_rsc_office,5,create_date,timestamp without time zone,Create date
scp_dict_rsc_office,6,type_id,bigint,Тип объекта
scp_dict_rsc_office,7,status,smallint,Status
scp_dict_rsc_office,8,org_id,bigint,Подразделение
scp_dict_rsc_office,9,user_id,bigint,Пользователь
scp_dict_rsc_office,10,last_modified_date,timestamp without time zone,Last modified date
scp_dict_rsc_office,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_dict_rsc_office,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_dict_rsc_office,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_dict_rsc_office,14,is_system,smallint,System object
scp_dict_rsc_office,15,ord,bigint,Порядок
scp_dict_rsc_office,16,ident,character varying,Идентификатор
scp_dict_rsc_office,17,rsc_office_id,bigint,Офис РЦБ
scp_dict_tech_ctredit,1,id,bigint,ID
scp_dict_tech_ctredit,2,name__ru,character varying,"Name, languageSchema=ru"
scp_dict_tech_ctredit,3,name,character varying,Name
scp_dict_tech_ctredit,4,create_date,timestamp without time zone,Create date
scp_dict_tech_ctredit,5,type_id,bigint,Тип объекта
scp_dict_tech_ctredit,6,status,smallint,Status
scp_dict_tech_ctredit,7,org_id,bigint,Подразделение
scp_dict_tech_ctredit,8,user_id,bigint,Пользователь
scp_dict_tech_ctredit,9,last_modified_date,timestamp without time zone,Last modified date
scp_dict_tech_ctredit,10,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_dict_tech_ctredit,11,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_dict_tech_ctredit,12,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_dict_tech_ctredit,13,is_system,smallint,System object
scp_dict_tech_ctredit,14,ord,bigint,Порядок
scp_dict_tech_ctredit,15,ident,character varying,Идентификатор
scp_dict_tech_ctredit,16,type_int_code,bigint,Код типа технологии
scp_dict_tech_ctredit,17,name__en,character varying,"Name, languageSchema=en"
scp_dict_tech_ctredit,18,is_available,smallint,Доступен для выбора
scp_gov_program_dict,1,id,bigint,ID
scp_gov_program_dict,2,name__ru,character varying,"Name, languageSchema=ru"
scp_gov_program_dict,3,name__en,character varying,"Name, languageSchema=en"
scp_gov_program_dict,4,name,character varying,Name
scp_gov_program_dict,5,create_date,timestamp without time zone,Create date
scp_gov_program_dict,6,type_id,bigint,Тип объекта
scp_gov_program_dict,7,status,smallint,Status
scp_gov_program_dict,8,org_id,bigint,Подразделение
scp_gov_program_dict,9,user_id,bigint,Пользователь
scp_gov_program_dict,10,last_modified_date,timestamp without time zone,Last modified date
scp_gov_program_dict,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_gov_program_dict,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_gov_program_dict,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_gov_program_dict,14,is_system,smallint,System object
scp_gov_program_dict,15,ord,bigint,Порядок
scp_gov_program_dict,16,ident,character varying,Идентификатор
scp_gov_program_dict,17,scp_max_margin_val,numeric,Маржа
scp_gov_program_dict,18,scp_max_pref_rate_val,numeric,Ставка клиента
scp_gov_program_dict,19,scp_subsidy_rate_val,numeric,Субсидия
scp_gov_program_dict,20,type_gov_prog_id,bigint,Вид госпрограммы
scp_gov_program_dict,21,upp_gov_prog_dict_id,bigint,Верхнеуровневая программа
scp_gov_program_dict,22,date_end_cb,timestamp without time zone,Дата окончания действия
scp_gov_program_dict,23,scp_fund_rate_val,numeric,Ставка фондирования
scp_part_sec_expertise,1,id,bigint,ID
scp_part_sec_expertise,2,name__ru,character varying,"Name, languageSchema=ru"
scp_part_sec_expertise,3,name__en,character varying,"Name, languageSchema=en"
scp_part_sec_expertise,4,name,character varying,Name
scp_part_sec_expertise,5,create_date,timestamp without time zone,Create date
scp_part_sec_expertise,6,type_id,bigint,Тип объекта
scp_part_sec_expertise,7,status,smallint,Status
scp_part_sec_expertise,8,org_id,bigint,Подразделение
scp_part_sec_expertise,9,user_id,bigint,Пользователь
scp_part_sec_expertise,10,last_modified_date,timestamp without time zone,Last modified date
scp_part_sec_expertise,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_part_sec_expertise,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_part_sec_expertise,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_part_sec_expertise,14,is_system,smallint,System object
scp_part_sec_expertise,15,afl_doc_num,character varying,Номер документа
scp_part_sec_expertise,16,afl_doc_data,timestamp without time zone,Дата документа
scp_part_sec_expertise,17,afp_state_id,bigint,Состояние
scp_part_sec_expertise,18,emp_id,bigint,Ответственный менеджер
scp_part_sec_expertise,19,sec_date_check,timestamp without time zone,Дата проверки (итоговая)
scp_part_sec_expertise,20,revoke_reason,character varying,Причина отзыва
scp_part_sec_expertise,21,expertise_obj_id,bigint,Объект экспертизы
scp_part_sec_expertise,22,deleg_region_id,bigint,Регион назначения
scp_part_sec_expertise,23,risk_zone_id,bigint,Зона риска
scp_part_sec_expertise,24,sec_expertise_id,bigint,Экспертиза СЭБ
scp_part_sec_expertise,25,sec_ch_res_list,bigint,Результаты проверки
scp_part_sec_expertise,26,ses_resp_user_id,bigint,Пользователь для покраски (технический)
scp_part_sec_expertise,27,check_completed,smallint,Проверка произведена
scp_part_sec_expertise,28,ses_conf_user_id,bigint,Пользователь для подтверждения проверки (технический)
scp_part_sec_expertise,29,check_button_vis,smallint,Видимость кнопки подтверждения проверки
scp_part_sec_expertise,30,repeat_check,bigint,Повторные проверки
scp_part_sec_expertise,31,finish_task_date,timestamp without time zone,Дата и время завершения задачи
scp_part_sec_expertise,32,psb_office_id,bigint,Офис ПСБ
scp_part_sec_expertise,33,sec_check_auto_date,timestamp without time zone,Дата завершения автопроверок
scp_part_sec_expertise,34,ident,character varying,Сист. Идентификатор
scp_part_sec_expertise,35,sf_exp_term_date,timestamp without time zone,Срок действия
scp_part_sec_expertise,36,end_date,timestamp without time zone,Дата завершения экспертизы
scp_part_sec_expertise,37,reason_revision_str,character varying,Причина доработки
scp_part_sec_expertise,38,reason_restart_str,character varying,Причина перезапуска
scp_part_sec_expertise,39,reason_cancel_str,character varying,Причина отмены
scp_part_sec_expertise,40,csd_expertise_obj_id,bigint,Объект экспертизы (КОД)
scp_part_sec_expertise,41,sf_sec_rs_emp_id,bigint,Ответственный РС (ФС)
scp_prod_comm_dict,1,id,bigint,ID
scp_prod_comm_dict,2,name__ru,character varying,"Name, languageSchema=ru"
scp_prod_comm_dict,3,name__en,character varying,"Name, languageSchema=en"
scp_prod_comm_dict,4,name,character varying,Name
scp_prod_comm_dict,5,create_date,timestamp without time zone,Create date
scp_prod_comm_dict,6,type_id,bigint,Тип объекта
scp_prod_comm_dict,7,status,smallint,Status
scp_prod_comm_dict,8,org_id,bigint,Подразделение
scp_prod_comm_dict,9,user_id,bigint,Пользователь
scp_prod_comm_dict,10,last_modified_date,timestamp without time zone,Last modified date
scp_prod_comm_dict,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_prod_comm_dict,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_prod_comm_dict,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_prod_comm_dict,14,is_system,smallint,System object
scp_prod_comm_dict,15,ord,bigint,Порядок
scp_prod_comm_dict,16,ident,character varying,Идентификатор
scp_prod_comm_dict,17,scp_payment_shedule_str,character varying,Порядок выплаты
scp_prod_comm_dict,18,scp_comiss_size_str,character varying,Размер комиссии
scp_prod_comm_dict,19,value_comment,character varying,Комментарий к значению
scp_prod_comm_dict,20,fare_description,character varying,Описание тарифа
scp_prod_comm_dict,21,is_ho_application,smallint,Заявка ГО
scp_prod_comm_dict,22,com_val_proc,numeric,Значение комиссии (%)
scp_prod_comm_dict,23,is_for_state_program,smallint,Комиссия для госпрограммы
scp_prod_comm_dict,24,gov_prog_value,bigint,Тип значения по госпрограмме
scp_prod_comm_dict,25,payment_schedule_id,bigint,Порядок выплаты
scp_prod_comm_dict,26,new_com_val_proc,numeric,_Размер (%) предлагаемый
scp_prod_comm_dict,27,scp_gov_program_id,bigint,Госпрограмма (справочные значения)
scp_prod_comm_dict,28,is_corp_tech_bool,smallint,Корп. технология
scp_prod_comm_dict,29,is_product_log_bool,smallint,Продуктовая логика МСБ
scp_prod_comm_dict,30,is_actual_comission,smallint,Актуальность комиссии
scp_prod_comm_dict,31,is_apk_tech_bool,smallint,Технология кредитования АПК
scp_prod_comm_dict,32,change_comiss_dict_id,bigint,Вид диапазона
scp_prod_comm_dict,33,bank_val_sum,numeric,Размер (руб)
scp_prod_guar_dict,1,id,bigint,ID
scp_prod_guar_dict,2,name__ru,character varying,"Name, languageSchema=ru"
scp_prod_guar_dict,3,name__en,character varying,"Name, languageSchema=en"
scp_prod_guar_dict,4,name,character varying,Name
scp_prod_guar_dict,5,create_date,timestamp without time zone,Create date
scp_prod_guar_dict,6,type_id,bigint,Тип объекта
scp_prod_guar_dict,7,status,smallint,Status
scp_prod_guar_dict,8,org_id,bigint,Подразделение
scp_prod_guar_dict,9,user_id,bigint,Пользователь
scp_prod_guar_dict,10,last_modified_date,timestamp without time zone,Last modified date
scp_prod_guar_dict,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_prod_guar_dict,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_prod_guar_dict,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_prod_guar_dict,14,is_system,smallint,System object
scp_prod_guar_dict,15,ord,bigint,Порядок
scp_prod_guar_dict,16,ident,character varying,Идентификатор
scp_prod_guar_dict,17,scp_comiss_size_str,character varying,Размер комиссии (строка)
scp_prod_guar_dict,18,scp_payment_shedule_str,character varying,Порядок выплаты
scp_prod_guar_dict,19,value_comment,character varying,Комментарий к значению
scp_prod_guar_dict,20,com_val_proc,numeric,Размер комиссии (%)
scp_prod_guar_dict,21,prod_guarant_dict_id,bigint,Гарантия
scp_prod_guar_dict,22,gov_prog_value,bigint,Тип значения по госпрограмме
scp_prod_guar_dict,23,payment_schedule_id,bigint,Порядок выплаты
scp_prod_guar_dict,24,new_com_val_proc,numeric,_Размер (%) предлагаемый
scp_prod_guar_dict,25,scp_gov_program_id,bigint,Госпрограмма (справочные значения)
scp_prod_guarant_dict,1,id,bigint,ID
scp_prod_guarant_dict,2,name__ru,character varying,"Name, languageSchema=ru"
scp_prod_guarant_dict,3,name__en,character varying,"Name, languageSchema=en"
scp_prod_guarant_dict,4,name,character varying,Name
scp_prod_guarant_dict,5,create_date,timestamp without time zone,Create date
scp_prod_guarant_dict,6,type_id,bigint,Тип объекта
scp_prod_guarant_dict,7,status,smallint,Status
scp_prod_guarant_dict,8,org_id,bigint,Подразделение
scp_prod_guarant_dict,9,user_id,bigint,Пользователь
scp_prod_guarant_dict,10,last_modified_date,timestamp without time zone,Last modified date
scp_prod_guarant_dict,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
scp_prod_guarant_dict,12,created_emp_id,bigint,"Сотрудник, создавший объект"
scp_prod_guarant_dict,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
scp_prod_guarant_dict,14,is_system,smallint,System object
scp_prod_guarant_dict,15,ord,bigint,Порядок
scp_prod_guarant_dict,16,ident,character varying,Идентификатор
